link,name,type,canonical_name
/wiki/Nikolay_Basov,Nikolay Gennadiyevich Basov,PERSON,nikolay gennadiyevich basov
/wiki/Alexander_Prokhorov,Aleksandr Mikhailovich Prokhorov,PERSON,aleksandr mikhailovich prokhorov
/wiki/Dorothy_Hodgkin,Dorothy Hodgkin,PERSON,dorothy hodgkin
/wiki/Konrad_Emil_Bloch,Konrad Emil Bloch,UNKNOWN,konrad emil bloch
/wiki/Jean-Paul_Sartre,Jean-Paul Sartre,PERSON,jean-paul sartre
"/wiki/Martin_Luther_King,_Jr.",Martin Luther King,PERSON,martin luther king
/wiki/Sin-Itiro_Tomonaga,Tomonaga Shinichirō,PERSON,tomonaga shinichiro
/wiki/Julian_Schwinger,Julian Schwinger,PERSON,julian schwinger
/wiki/Richard_Feynman,Richard Feynman,PERSON,richard feynman
/wiki/Robert_Burns_Woodward,Robert Burns Woodward,PERSON,robert burns woodward
/wiki/Fran%C3%A7ois_Jacob,François Jacob,PERSON,francois jacob
/wiki/Andr%C3%A9_Michel_Lwoff,André Michel Lwoff,PERSON,andre michel lwoff
/wiki/Jacques_Monod,Jacques Monod,PERSON,jacques monod
/wiki/Mikhail_Sholokhov,Mikhail Aleksandrovich Sholokhov,PERSON,mikhail aleksandrovich sholokhov
/wiki/Qu%E1%BB%B9_Nhi_%C4%91%E1%BB%93ng_Li%C3%AAn_H%E1%BB%A3p_Qu%E1%BB%91c,Quỹ Nhi đồng Liên Hợp Quốc,ORGANIZATION,quy nhi ong lien hop quoc
/wiki/Alfred_Kastler,Alfred Kastler,PERSON,alfred kastler
/wiki/Robert_S._Mulliken,Robert S. Mulliken,PERSON,robert s mulliken
/wiki/Francis_Peyton_Rous,Francis Peyton Rous,PERSON,francis peyton rous
/wiki/Charles_Brenton_Huggins,Charles Brenton Huggins,PERSON,charles brenton huggins
/wiki/Shmuel_Yosef_Agnon,Shmuel Yosef Agnon,PERSON,shmuel yosef agnon
/wiki/Nelly_Sachs,Nelly Sachs,PERSON,nelly sachs
/wiki/Hans_Bethe,Hans Bethe,PERSON,hans bethe
/wiki/Manfred_Eigen,Manfred Eigen,PERSON,manfred eigen
/wiki/Ronald_George_Wreyford_Norrish,Ronald George Wreyford Norrish,PERSON,ronald george wreyford norrish
/wiki/George_Porter,George Porter,PERSON,george porter
/wiki/Ragnar_Granit,Ragnar Granit,PERSON,ragnar granit
/wiki/Miguel_%C3%81ngel_Asturias,Miguel Ángel Asturias,PERSON,miguel angel asturias
/wiki/Luis_Walter_Alvarez,Luis Alvarez,PERSON,luis alvarez
/wiki/Lars_Onsager,Lars Onsager,PERSON,lars onsager
/wiki/Robert_W._Holley,Robert W. Holley,PERSON,robert w holley
/wiki/Yasunari_Kawabata,Kawabata Yasunari,PERSON,kawabata yasunari
/wiki/Ren%C3%A9_Cassin,René Cassin,UNKNOWN,rene cassin
/wiki/Murray_Gell-Mann,Murray Gell-Mann,PERSON,murray gell-mann
/wiki/Derek_Barton,Derek Barton,PERSON,derek barton
/wiki/Odd_Hassel,Odd Hassel,PERSON,odd hassel
/wiki/Alfred_Hershey,Alfred Hershey,PERSON,alfred hershey
/wiki/Samuel_Beckett,Samuel Beckett,PERSON,samuel beckett
/wiki/T%E1%BB%95_ch%E1%BB%A9c_Lao_%C4%91%E1%BB%99ng_Qu%E1%BB%91c_t%E1%BA%BF,Tổ chức Lao động Quốc tế,ORGANIZATION,to chuc lao ong quoc te
/wiki/Ragnar_Frisch,Ragnar Frisch,PERSON,ragnar frisch
/wiki/Jan_Tinbergen,Jan Tinbergen,PERSON,jan tinbergen
/wiki/Hannes_Alfv%C3%A9n,Hannes Alfvén,PERSON,hannes alfven
/wiki/Louis_N%C3%A9el,Louis Eugène Félix Néel,UNKNOWN,louis eugene felix neel
/wiki/Luis_Federico_Leloir,Luis Federico Leloir,PERSON,luis federico leloir
/wiki/Ulf_von_Euler,Ulf von Euler,PERSON,ulf von euler
/wiki/Aleksandr_Solzhenitsyn,Aleksandr Isayevich Solzhenitsyn,PERSON,aleksandr isayevich solzhenitsyn
/wiki/Norman_Borlaug,Norman Borlaug,PERSON,norman borlaug
/wiki/Paul_Samuelson,Paul Samuelson,PERSON,paul samuelson
/wiki/Dennis_Gabor,Dennis Gabor,PERSON,dennis gabor
/wiki/Gerhard_Herzberg,Gerhard Herzberg,PERSON,gerhard herzberg
"/wiki/Earl_Wilbur_Sutherland,_Jr.",Earl Wilbur Sutherland Jr.,PERSON,earl wilbur sutherland jr
/wiki/Pablo_Neruda,Pablo Neruda,PERSON,pablo neruda
/wiki/Willy_Brandt,Willy Brandt,PERSON,willy brandt
/wiki/Simon_Kuznets,Simon Kuznets,PERSON,simon kuznets
/wiki/Leon_Cooper,Leon Neil Cooper,PERSON,leon neil cooper
/wiki/John_Robert_Schrieffer,John Schrieffer,PERSON,john schrieffer
/wiki/Christian_B._Anfinsen,Christian B. Anfinsen,PERSON,christian b anfinsen
/wiki/Stanford_Moore,Stanford Moore,PERSON,stanford moore
/wiki/William_Howard_Stein,William Howard Stein,PERSON,william howard stein
/wiki/Rodney_Robert_Porter,Rodney Robert Porter,PERSON,rodney robert porter
/wiki/Heinrich_B%C3%B6ll,Heinrich Böll,PERSON,heinrich boll
/wiki/John_Hicks,John Hicks,PERSON,john hicks
/wiki/Kenneth_Arrow,Kenneth Arrow,PERSON,kenneth arrow
/wiki/Leo_Esaki,Esaki Reona,PERSON,esaki reona
/wiki/Ivar_Giaever,Ivar Giaever,PERSON,ivar giaever
/wiki/Brian_David_Josephson,Brian David Josephson,PERSON,brian david josephson
/wiki/Ernst_Otto_Fischer,Ernst Otto Fischer,PERSON,ernst otto fischer
/wiki/Geoffrey_Wilkinson,Geoffrey Wilkinson,PERSON,geoffrey wilkinson
/wiki/Karl_von_Frisch,Karl von Frisch,PERSON,karl von frisch
/wiki/Konrad_Lorenz,Konrad Lorenz,PERSON,konrad lorenz
/wiki/Patrick_White,Patrick White,PERSON,patrick white
/wiki/Henry_Kissinger,Henry Kissinger,PERSON,henry kissinger
/wiki/L%C3%AA_%C4%90%E1%BB%A9c_Th%E1%BB%8D,Lê Đức Thọ,PERSON,le uc tho
/wiki/Wassily_Leontief,Wassily Leontief,PERSON,wassily leontief
/wiki/Martin_Ryle,Martin Ryle,UNKNOWN,martin ryle
/wiki/Antony_Hewish,Antony Hewish,PERSON,antony hewish
/wiki/Paul_Flory,Paul Flory,PERSON,paul flory
/wiki/Albert_Claude,Albert Claude,PERSON,albert claude
/wiki/Christian_de_Duve,Christian de Duve,PERSON,christian de duve
/wiki/George_Emil_Palade,George Emil Palade,PERSON,george emil palade
/wiki/Eyvind_Johnson,Eyvind Johnson,PERSON,eyvind johnson
/wiki/Harry_Martinson,Harry Martinson,PERSON,harry martinson
/wiki/Eisaku_Sat%C5%8D,Satō Eisaku,PERSON,sato eisaku
/wiki/Gunnar_Myrdal,Karl Gunnar Myrdal,PERSON,karl gunnar myrdal
/wiki/Friedrich_Hayek,Friedrich Hayek,PERSON,friedrich hayek
/wiki/Aage_Bohr,Aage Niels Bohr,PERSON,aage niels bohr
/wiki/Ben_Roy_Mottelson,Ben Roy Mottelson,PERSON,ben roy mottelson
/wiki/James_Rainwater,James Rainwater,PERSON,james rainwater
/wiki/John_Cornforth,John Cornforth,PERSON,john cornforth
/wiki/Vladimir_Prelog,Vladimir Prelog,PERSON,vladimir prelog
/wiki/Renato_Dulbecco,Renato Dulbecco,PERSON,renato dulbecco
/wiki/Howard_Martin_Temin,Howard Martin Temin,PERSON,howard martin temin
/wiki/Eugenio_Montale,Eugenio Montale,PERSON,eugenio montale
/wiki/Andrei_Sakharov,Andrey Dmitryevich Sakharov,PERSON,andrey dmitryevich sakharov
/wiki/Leonid_Kantorovich,Leonid Vitaliyevich Kantorovich,PERSON,leonid vitaliyevich kantorovich
/wiki/Tjalling_Koopmans,Tjalling Koopmans,PERSON,tjalling koopmans
/wiki/Burton_Richter,Burton Richter,PERSON,burton richter
/wiki/William_Lipscomb,William Lipscomb,PERSON,william lipscomb
/wiki/Baruch_Samuel_Blumberg,Baruch Samuel Blumberg,PERSON,baruch samuel blumberg
/wiki/Saul_Bellow,Saul Bellow,PERSON,saul bellow
/wiki/Milton_Friedman,Milton Friedman,PERSON,milton friedman
/wiki/Philip_Warren_Anderson,Philip Warren Anderson,PERSON,philip warren anderson
/wiki/Nevill_Francis_Mott,Nevill Francis Mott,PERSON,nevill francis mott
/wiki/John_Hasbrouck_Van_Vleck,John Hasbrouck Van Vleck,PERSON,john hasbrouck van vleck
/wiki/Ilya_Prigogine,Ilya Prigogine,PERSON,ilya prigogine
/wiki/Roger_Guillemin,Roger Guillemin,PERSON,roger guillemin
/wiki/Andrew_Schally,Andrew Schally,PERSON,andrew schally
/wiki/Rosalyn_Sussman_Yalow,Rosalyn Sussman Yalow,PERSON,rosalyn sussman yalow
/wiki/Vicente_Aleixandre,Vicente Aleixandre,PERSON,vicente aleixandre
/wiki/%C3%82n_x%C3%A1_Qu%E1%BB%91c_t%E1%BA%BF,Ân xá Quốc tế,ORGANIZATION,an xa quoc te
/wiki/Bertil_Ohlin,Bertil Ohlin,PERSON,bertil ohlin
/wiki/James_Meade,James Meade,PERSON,james meade
/wiki/Pyotr_Kapitsa,Pyotr Leonidovich Kapitsa,UNKNOWN,pyotr leonidovich kapitsa
/wiki/Arno_Allan_Penzias,Arno Allan Penzias,PERSON,arno allan penzias
/wiki/Robert_Woodrow_Wilson,Robert Woodrow Wilson,PERSON,robert woodrow wilson
/wiki/Peter_D._Mitchell,Peter D. Mitchell,PERSON,peter d mitchell
/wiki/Werner_Arber,Werner Arber,PERSON,werner arber
/wiki/Daniel_Nathans,Daniel Nathans,PERSON,daniel nathans
/wiki/Hamilton_O._Smith,Hamilton O. Smith,PERSON,hamilton o smith
/wiki/Isaac_Bashevis_Singer,Isaac Bashevis Singer,PERSON,isaac bashevis singer
/wiki/Anwar_Sadat,Anwar Al-Sadad,PERSON,anwar al-sadad
/wiki/Menachem_Begin,Menachem Begin,PERSON,menachem begin
/wiki/Herbert_A._Simon,Herbert A. Simon,PERSON,herbert a simon
/wiki/Sheldon_Lee_Glashow,Sheldon Lee Glashow,PERSON,sheldon lee glashow
/wiki/Abdus_Salam,Abdus Salam,PERSON,abdus salam
/wiki/Steven_Weinberg,Steven Weinberg,PERSON,steven weinberg
/wiki/Herbert_C._Brown,Herbert C. Brown,PERSON,herbert c brown
/wiki/Georg_Wittig,Georg Wittig,PERSON,georg wittig
/wiki/Godfrey_Hounsfield,Godfrey Hounsfield,PERSON,godfrey hounsfield
/wiki/Odysseas_Elytis,Odysseas Elytis,PERSON,odysseas elytis
/wiki/M%E1%BA%B9_Teresa,Mẹ Têrêsa,PERSON,me teresa
/wiki/Theodore_Schultz,Theodore Schultz,PERSON,theodore schultz
/wiki/Arthur_Lewis_(economist),Arthur Lewis,PERSON,arthur lewis
/wiki/James_Cronin,James Cronin,PERSON,james cronin
/wiki/Paul_Berg,Paul Berg,PERSON,paul berg
/wiki/Walter_Gilbert,Walter Gilbert,PERSON,walter gilbert
/wiki/Baruj_Benacerraf,Baruj Benacerraf,PERSON,baruj benacerraf
/wiki/Jean_Dausset,Jean Dausset,PERSON,jean dausset
/wiki/George_Davis_Snell,George Davis Snell,PERSON,george davis snell
/wiki/Czes%C5%82aw_Mi%C5%82osz,Czesław Miłosz,PERSON,czes aw mi osz
/wiki/Adolfo_P%C3%A9rez_Esquivel,Adolfo Pérez Esquivel,UNKNOWN,adolfo perez esquivel
/wiki/Lawrence_Klein,Lawrence Klein,PERSON,lawrence klein
/wiki/Nicolaas_Bloembergen,Nicolaas Bloembergen,PERSON,nicolaas bloembergen
/wiki/Arthur_Leonard_Schawlow,Arthur Leonard Schawlow,PERSON,arthur leonard schawlow
/wiki/Kai_Siegbahn,Kai Siegbahn,PERSON,kai siegbahn
/wiki/Kenichi_Fukui,Fukui Kenichi,PERSON,fukui kenichi
/wiki/Roald_Hoffmann,Roald Hoffmann,PERSON,roald hoffmann
/wiki/Elias_Canetti,Elias Canetti,PERSON,elias canetti
/wiki/James_Tobin,James Tobin,PERSON,james tobin
/wiki/Kenneth_G._Wilson,Kenneth G. Wilson,PERSON,kenneth g wilson
/wiki/Aaron_Klug,Aaron Klug,PERSON,aaron klug
/wiki/Sune_Bergstr%C3%B6m,Sune Bergström,PERSON,sune bergstrom
/wiki/Bengt_I._Samuelsson,Bengt I. Samuelsson,PERSON,bengt i samuelsson
/wiki/John_Vane,John Robert Vane,PERSON,john robert vane
/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez,Gabriel García Márquez,PERSON,gabriel garcia marquez
/wiki/Alva_Myrdal,Alva Myrdal,UNKNOWN,alva myrdal
/wiki/Alfonso_Garc%C3%ADa_Robles,Alfonso García Robles,PERSON,alfonso garcia robles
/wiki/George_Stigler,George Stigler,PERSON,george stigler
/wiki/Subrahmanyan_Chandrasekhar,Subrahmanyan Chandrasekhar,PERSON,subrahmanyan chandrasekhar
/wiki/William_Alfred_Fowler,William Alfred Fowler,PERSON,william alfred fowler
/wiki/Henry_Taube,Henry Taube,PERSON,henry taube
/wiki/Barbara_McClintock,Barbara McClintock,PERSON,barbara mcclintock
/wiki/William_Golding,William Golding,PERSON,william golding
/wiki/Lech_Wa%C5%82%C4%99sa,Lech Wałęsa,PERSON,lech wa esa
/wiki/G%C3%A9rard_Debreu,Gérard Debreu,PERSON,gerard debreu
/wiki/Robert_Bruce_Merrifield,Robert Bruce Merrifield,PERSON,robert bruce merrifield
/wiki/Niels_Kaj_Jerne,Niels Kaj Jerne,PERSON,niels kaj jerne
/wiki/Georges_J._F._K%C3%B6hler,Georges J. F. Köhler,PERSON,georges j f kohler
/wiki/Jaroslav_Seifert,Jaroslav Seifert,PERSON,jaroslav seifert
/wiki/Desmond_Tutu,Desmond Tutu,PERSON,desmond tutu
/wiki/Richard_Stone,Richard Stone,PERSON,richard stone
/wiki/Klaus_von_Klitzing,Klaus von Klitzing,PERSON,klaus von klitzing
/wiki/Herbert_A._Hauptman,Herbert A. Hauptman,PERSON,herbert a hauptman
/wiki/Jerome_Karle,Jerome Karle,PERSON,jerome karle
/wiki/Michael_Stuart_Brown,Michael Stuart Brown,PERSON,michael stuart brown
/wiki/Joseph_L._Goldstein,Joseph L. Goldstein,PERSON,joseph l goldstein
/wiki/Claude_Simon,Claude Simon,PERSON,claude simon
/wiki/Hi%E1%BB%87p_h%E1%BB%99i_Y_s%C4%A9_Qu%E1%BB%91c_t%E1%BA%BF_Ph%C3%B2ng_ng%E1%BB%ABa_Chi%E1%BA%BFn_tranh_h%E1%BA%A1t_nh%C3%A2n,Hiệp hội Y sĩ Quốc tế Phòng ngừa Chiến tranh hạt nhân,UNKNOWN,hiep hoi y si quoc te phong ngua chien tranh hat nhan
/wiki/Franco_Modigliani,Franco Modigliani,PERSON,franco modigliani
/wiki/Ernst_Ruska,Ernst Ruska,PERSON,ernst ruska
/wiki/Gerd_Binnig,Gerd Binnig,PERSON,gerd binnig
/wiki/Heinrich_Rohrer,Heinrich Rohrer,PERSON,heinrich rohrer
/wiki/Dudley_R._Herschbach,Dudley R. Herschbach,PERSON,dudley r herschbach
/wiki/Yuan_T._Lee,Lý Viễn Triết,PERSON,ly vien triet
/wiki/John_Polanyi,John Polanyi,PERSON,john polanyi
/wiki/Rita_Levi-Montalcini,Rita Levi-Montalcini,PERSON,rita levi-montalcini
/wiki/Wole_Soyinka,Wole Soyinka,PERSON,wole soyinka
/wiki/Elie_Wiesel,Elie Wiesel,PERSON,elie wiesel
/wiki/James_M._Buchanan,James M. Buchanan,PERSON,james m buchanan
/wiki/Johannes_Georg_Bednorz,Johannes Georg Bednorz,PERSON,johannes georg bednorz
/wiki/Karl_Alexander_M%C3%BCller,Karl Alexander Müller,PERSON,karl alexander muller
/wiki/Donald_J._Cram,Donald J. Cram,PERSON,donald j cram
/wiki/Jean-Marie_Lehn,Jean-Marie Lehn,PERSON,jean-marie lehn
/wiki/Charles_J._Pedersen,Charles J. Pedersen,PERSON,charles j pedersen
/wiki/Susumu_Tonegawa,Tonegawa Susumu,PERSON,tonegawa susumu
/wiki/Joseph_Brodsky,Iosif Aleksandrovich Brodsky,PERSON,iosif aleksandrovich brodsky
/wiki/%C3%93scar_Arias,Óscar Arias,PERSON,oscar arias
/wiki/Robert_Solow,Robert Solow,PERSON,robert solow
/wiki/Melvin_Schwartz,Melvin Schwartz,PERSON,melvin schwartz
/wiki/Jack_Steinberger,Jack Steinberger,PERSON,jack steinberger
/wiki/Johann_Deisenhofer,Johann Deisenhofer,PERSON,johann deisenhofer
/wiki/Robert_Huber,Robert Huber,PERSON,robert huber
/wiki/Hartmut_Michel,Hartmut Michel,PERSON,hartmut michel
/wiki/James_W._Black,James W. Black,PERSON,james w black
/wiki/Gertrude_B._Elion,Gertrude B. Elion,PERSON,gertrude b elion
/wiki/Naguib_Mahfouz,Naguib Mahfouz,PERSON,naguib mahfouz
/wiki/G%C3%ACn_gi%E1%BB%AF_h%C3%B2a_b%C3%ACnh_Li%C3%AAn_H%E1%BB%A3p_Qu%E1%BB%91c,Gìn giữ hòa bình Liên Hợp Quốc,ORGANIZATION,gin giu hoa binh lien hop quoc
/wiki/Maurice_Allais,Maurice Allais,PERSON,maurice allais
"/wiki/Norman_Foster_Ramsey,_Jr.","Norman Foster Ramsey, Jr.",PERSON,norman foster ramsey jr
/wiki/Hans_Georg_Dehmelt,Hans Georg Dehmelt,PERSON,hans georg dehmelt
/wiki/Wolfgang_Paul,Wolfgang Paul,PERSON,wolfgang paul
/wiki/Sidney_Altman,Sidney Altman,PERSON,sidney altman
/wiki/Thomas_Cech,Thomas Cech,PERSON,thomas cech
/wiki/Harold_E._Varmus,Harold E. Varmus,PERSON,harold e varmus
/wiki/Camilo_Jos%C3%A9_Cela,Camilo José Cela,PERSON,camilo jose cela
/wiki/Tenzin_Gyatso,Tenzin Gyatso,PERSON,tenzin gyatso
/wiki/Trygve_Haavelmo,Trygve Haavelmo,PERSON,trygve haavelmo
/wiki/Jerome_Isaac_Friedman,Jerome Isaac Friedman,PERSON,jerome isaac friedman
/wiki/Richard_E._Taylor,Richard E. Taylor,PERSON,richard e taylor
/wiki/Elias_James_Corey,Elias James Corey,PERSON,elias james corey
/wiki/Joseph_Murray,Joseph E. Murray,PERSON,joseph e murray
/wiki/E._Donnall_Thomas,E. Donnall Thomas,PERSON,e donnall thomas
/wiki/Octavio_Paz,Octavio Paz,PERSON,octavio paz
/wiki/Mikhail_Gorbachev,Mikhail Sergeyevich Gorbachyov,PERSON,mikhail sergeyevich gorbachyov
/wiki/Harry_Markowitz,Harry Markowitz,PERSON,harry markowitz
/wiki/Merton_Miller,Merton Miller,PERSON,merton miller
/wiki/William_Forsyth_Sharpe,William Forsyth Sharpe,PERSON,william forsyth sharpe
/wiki/Pierre-Gilles_de_Gennes,Pierre-Gilles de Gennes,PERSON,pierre-gilles de gennes
/wiki/Richard_R._Ernst,Richard R. Ernst,PERSON,richard r ernst
/wiki/Erwin_Neher,Erwin Neher,PERSON,erwin neher
/wiki/Bert_Sakmann,Bert Sakmann,PERSON,bert sakmann
/wiki/Nadine_Gordimer,Nadine Gordimer,PERSON,nadine gordimer
/wiki/Aung_San_Suu_Kyi,Aung San Suu Kyi,PERSON,aung san suu kyi
/wiki/Ronald_Coase,Ronald Coase,PERSON,ronald coase
/wiki/Georges_Charpak,Georges Charpak,PERSON,georges charpak
/wiki/Rudolph_A._Marcus,Rudolph A. Marcus,PERSON,rudolph a marcus
/wiki/Edwin_G._Krebs,Edwin G. Krebs,PERSON,edwin g krebs
/wiki/Derek_Walcott,Derek Walcott,PERSON,derek walcott
/wiki/Rigoberta_Mench%C3%BA,Rigoberta Menchú,UNKNOWN,rigoberta menchu
/wiki/Gary_Becker,Gary Becker,PERSON,gary becker
/wiki/Russell_Alan_Hulse,Russell Alan Hulse,PERSON,russell alan hulse
"/wiki/Joseph_Hooton_Taylor,_Jr.","Joseph Hooton Taylor, Jr.",PERSON,joseph hooton taylor jr
/wiki/Kary_Mullis,Kary Mullis,PERSON,kary mullis
/wiki/Phillip_Allen_Sharp,Phillip Allen Sharp,PERSON,phillip allen sharp
/wiki/Toni_Morrison,Toni Morrison,UNKNOWN,toni morrison
/wiki/Nelson_Mandela,Nelson Mandela,PERSON,nelson mandela
/wiki/F._W._de_Klerk,Frederik Willem de Klerk,PERSON,frederik willem de klerk
/wiki/Robert_Fogel,Robert Fogel,PERSON,robert fogel
/wiki/Douglass_North,Douglass North,PERSON,douglass north
/wiki/Bertram_Brockhouse,Bertram Brockhouse,PERSON,bertram brockhouse
/wiki/Clifford_Shull,Clifford Shull,PERSON,clifford shull
/wiki/George_Andrew_Olah,George Andrew Olah,PERSON,george andrew olah
/wiki/Alfred_G._Gilman,Alfred G. Gilman,PERSON,alfred g gilman
/wiki/Martin_Rodbell,Martin Rodbell,PERSON,martin rodbell
/wiki/Kenzabur%C5%8D_%C5%8Ce,Ōe Kenzaburo,PERSON,oe kenzaburo
/wiki/Yasser_Arafat,Yasser Arafat,PERSON,yasser arafat
/wiki/Shimon_Peres,Shimon Peres,PERSON,shimon peres
/wiki/Yitzhak_Rabin,Yitzhak Rabin,PERSON,yitzhak rabin
/wiki/John_Harsanyi,John Harsanyi,PERSON,john harsanyi
"/wiki/John_Forbes_Nash,_Jr.",John Forbes Nash Jr.,PERSON,john forbes nash jr
/wiki/Reinhard_Selten,Reinhard Selten,PERSON,reinhard selten
/wiki/Martin_Lewis_Perl,Martin Lewis Perl,PERSON,martin lewis perl
/wiki/Frederick_Reines,Frederick Reines,PERSON,frederick reines
/wiki/Paul_J._Crutzen,Paul J. Crutzen,PERSON,paul j crutzen
/wiki/Mario_J._Molina,Mario J. Molina,PERSON,mario j molina
/wiki/Frank_Sherwood_Rowland,Frank Sherwood Rowland,UNKNOWN,frank sherwood rowland
/wiki/Edward_B._Lewis,Edward B. Lewis,PERSON,edward b lewis
/wiki/Seamus_Heaney,Seamus Heaney,PERSON,seamus heaney
"/wiki/Robert_Lucas,_Jr.","Robert Lucas, Jr.",PERSON,robert lucas jr
/wiki/Robert_Coleman_Richardson,Robert Coleman Richardson,PERSON,robert coleman richardson
/wiki/Robert_Curl,Robert Curl,PERSON,robert curl
/wiki/Harry_Kroto,Harold Kroto,PERSON,harold kroto
/wiki/Richard_Smalley,Richard Smalley,PERSON,richard smalley
/wiki/Peter_C._Doherty,Peter Doherty,PERSON,peter doherty
/wiki/Wis%C5%82awa_Szymborska,Wisława Szymborska,PERSON,wis awa szymborska
/wiki/Jos%C3%A9_Ramos-Horta,José Ramos-Horta,PERSON,jose ramos-horta
/wiki/James_Mirrlees,James Mirrlees,PERSON,james mirrlees
/wiki/William_Vickrey,William Vickrey,PERSON,william vickrey
/wiki/Steven_Chu,Steven Chu,PERSON,steven chu
/wiki/Claude_Cohen-Tannoudji,Claude Cohen-Tannoudji,PERSON,claude cohen-tannoudji
/wiki/William_Daniel_Phillips,William Daniel Phillips,PERSON,william daniel phillips
/wiki/Paul_D._Boyer,Paul D. Boyer,PERSON,paul d boyer
/wiki/John_E._Walker,John E. Walker,PERSON,john e walker
/wiki/Jens_Christian_Skou,Jens Christian Skou,PERSON,jens christian skou
/wiki/Stanley_B._Prusiner,Stanley B. Prusiner,PERSON,stanley b prusiner
/wiki/Dario_Fo,Dario Fo,PERSON,dario fo
/wiki/Robert_C._Merton,Robert C. Merton,PERSON,robert c merton
/wiki/Myron_Scholes,Myron Scholes,PERSON,myron scholes
/wiki/Robert_B._Laughlin,Robert B. Laughlin,PERSON,robert b laughlin
/wiki/Horst_Ludwig_St%C3%B6rmer,Horst Ludwig Störmer,PERSON,horst ludwig stormer
/wiki/Walter_Kohn,Walter Kohn,PERSON,walter kohn
/wiki/John_Pople,John Pople,PERSON,john pople
/wiki/Robert_F._Furchgott,Robert F. Furchgott,PERSON,robert f furchgott
/wiki/Ferid_Murad,Ferid Murad,PERSON,ferid murad
/wiki/Jos%C3%A9_Saramago,José Saramago,PERSON,jose saramago
/wiki/Amartya_Sen,Amartya Sen,PERSON,amartya sen
/wiki/Gerard_%27t_Hooft,Gerard 't Hooft,PERSON,gerard 't hooft
/wiki/Martinus_J._G._Veltman,Martinus J. G. Veltman,PERSON,martinus j g veltman
/wiki/Ahmed_Zewail,Ahmed Zewail,PERSON,ahmed zewail
/wiki/G%C3%BCnter_Blobel,Günter Blobel,PERSON,gunter blobel
/wiki/G%C3%BCnter_Grass,Günter Grass,PERSON,gunter grass
/wiki/B%C3%A1c_s%C4%A9_kh%C3%B4ng_bi%C3%AAn_gi%E1%BB%9Bi,Bác sĩ không biên giới,ORGANIZATION,bac si khong bien gioi
/wiki/Robert_Mundell,Robert Mundell,PERSON,robert mundell
/wiki/Jack_Kilby,Jack Kilby,PERSON,jack kilby
/wiki/Alan_J._Heeger,Alan J. Heeger,PERSON,alan j heeger
/wiki/Alan_MacDiarmid,Alan MacDiarmid,PERSON,alan macdiarmid
/wiki/Hideki_Shirakawa,Shirakawa Hideki,UNKNOWN,shirakawa hideki
/wiki/Gao_Xingjian,Cao Hành Kiện,PERSON,cao hanh kien
/wiki/Kim_Dae-jung,Kim Dae-jung,PERSON,kim dae-jung
/wiki/James_Heckman,James Heckman,PERSON,james heckman
/wiki/Daniel_McFadden,Daniel McFadden,PERSON,daniel mcfadden
/wiki/Eric_Allin_Cornell,Eric Allin Cornell,PERSON,eric allin cornell
/wiki/Wolfgang_Ketterle,Wolfgang Ketterle,PERSON,wolfgang ketterle
/wiki/Carl_Wieman,Carl Wieman,PERSON,carl wieman
/wiki/William_Standish_Knowles,William Standish Knowles,PERSON,william standish knowles
/wiki/Ry%C5%8Dji_Noyori,Noyori Ryōji,PERSON,noyori ryoji
/wiki/Karl_Barry_Sharpless,Karl Barry Sharpless,PERSON,karl barry sharpless
/wiki/Leland_H._Hartwell,Leland H. Hartwell,PERSON,leland h hartwell
/wiki/Tim_Hunt,Tim Hunt,UNKNOWN,tim hunt
/wiki/Paul_Nurse,Paul Nurse,PERSON,paul nurse
/wiki/V._S._Naipaul,V. S. Naipaul,PERSON,v s naipaul
/wiki/Li%C3%AAn_H%E1%BB%A3p_Qu%E1%BB%91c,Liên Hợp Quốc,ORGANIZATION,lien hop quoc
/wiki/Kofi_Annan,Kofi Annan,PERSON,kofi annan
/wiki/George_Akerlof,George Akerlof,PERSON,george akerlof
/wiki/Michael_Spence,Michael Spence,PERSON,michael spence
/wiki/Joseph_Stiglitz,Joseph Stiglitz,PERSON,joseph stiglitz
/wiki/Masatoshi_Koshiba,Koshiba Masatoshi,PERSON,koshiba masatoshi
/wiki/Riccardo_Giacconi,Riccardo Giacconi,PERSON,riccardo giacconi
/wiki/John_Fenn,John Fenn,PERSON,john fenn
/wiki/Koichi_Tanaka,Tanaka Kōichi,PERSON,tanaka koichi
/wiki/Kurt_W%C3%BCthrich,Kurt Wüthrich,PERSON,kurt wuthrich
/wiki/Sydney_Brenner,Sydney Brenner,PERSON,sydney brenner
/wiki/H._Robert_Horvitz,Howard Robert Horvitz,PERSON,howard robert horvitz
/wiki/John_Sulston,John Sulston,PERSON,john sulston
/wiki/Imre_Kert%C3%A9sz,Imre Kertész,PERSON,imre kertesz
/wiki/Jimmy_Carter,Jimmy Carter,PERSON,jimmy carter
/wiki/Daniel_Kahneman,Daniel Kahneman,PERSON,daniel kahneman
/wiki/Vernon_L._Smith,Vernon L. Smith,PERSON,vernon l smith
/wiki/Vitaly_Ginzburg,Vitalij Lazarevich Ginzburg,PERSON,vitalij lazarevich ginzburg
/wiki/Peter_Agre,Peter Agre,PERSON,peter agre
/wiki/Roderick_MacKinnon,Roderick MacKinnon,PERSON,roderick mackinnon
