link,name,type,canonical_name
/wiki/Paul_Lauterbur,Paul Lauterbur,PERSON,paul lauterbur
/wiki/J._M._Coetzee,John Maxwell Coetzee,PERSON,john maxwell coetzee
/wiki/Shirin_Ebadi,Shirin Ebadi,PERSON,shirin ebadi
/wiki/Robert_F._Engle,Robert F. Engle,PERSON,robert f engle
/wiki/Clive_Granger,Clive Granger,PERSON,clive granger
/wiki/David_Gross,David Gross,UNKNOWN,david gross
/wiki/Hugh_David_Politzer,Hugh David Politzer,UNKNOWN,hugh david politzer
/wiki/Frank_Wilczek,Frank Wilczek,PERSON,frank wilczek
/wiki/Aaron_Ciechanover,Aaron Ciechanover,PERSON,aaron ciechanover
/wiki/Avram_Hershko,Avram Hershko,PERSON,avram hershko
/wiki/Irwin_Rose,Irwin Rose,PERSON,irwin rose
/wiki/Richard_Axel,Richard Axel,PERSON,richard axel
/wiki/Linda_B._Buck,Linda B. Buck,PERSON,linda b buck
/wiki/Elfriede_Jelinek,Elfriede Jelinek,PERSON,elfriede jelinek
/wiki/Wangari_Maathai,Wangari Maathai,PERSON,wangari maathai
/wiki/Finn_E._Kydland,Finn E. Kydland,PERSON,finn e kydland
/wiki/Edward_C._Prescott,Edward C. Prescott,PERSON,edward c prescott
/wiki/Roy_J._Glauber,Roy J. Glauber,PERSON,roy j glauber
/wiki/John_L._Hall,John L. Hall,PERSON,john l hall
/wiki/Theodor_W._H%C3%A4nsch,Theodor W. Hänsch,PERSON,theodor w hansch
/wiki/Yves_Chauvin,Yves Chauvin,UNKNOWN,yves chauvin
/wiki/Robert_H._Grubbs,Robert H. Grubbs,UNKNOWN,robert h grubbs
/wiki/Richard_R._Schrock,Richard R. Schrock,UNKNOWN,richard r schrock
/wiki/Barry_Marshall,Barry Marshall,UNKNOWN,barry marshall
/wiki/Harold_Pinter,Harold Pinter,PERSON,harold pinter
/wiki/C%C6%A1_quan_N%C4%83ng_l%C6%B0%E1%BB%A3ng_Nguy%C3%AAn_t%E1%BB%AD_Qu%E1%BB%91c_t%E1%BA%BF,Cơ quan Năng lượng Nguyên tử Quốc tế,ORGANIZATION,co quan nang luong nguyen tu quoc te
/wiki/Mohamed_ElBaradei,Mohamed ElBaradei,PERSON,mohamed elbaradei
/wiki/Robert_Aumann,Robert Aumann,PERSON,robert aumann
/wiki/Thomas_Schelling,Thomas Schelling,PERSON,thomas schelling
/wiki/John_C._Mather,John C. Mather,PERSON,john c mather
/wiki/Roger_D._Kornberg,Roger D. Kornberg,UNKNOWN,roger d kornberg
/wiki/Andrew_Fire,Andrew Fire,UNKNOWN,andrew fire
/wiki/Craig_Mello,Craig Mello,PERSON,craig mello
/wiki/Orhan_Pamuk,Orhan Pamuk,PERSON,orhan pamuk
/wiki/Muhammad_Yunus,Muhammad Yunus,PERSON,muhammad yunus
/wiki/Ng%C3%A2n_h%C3%A0ng_Grameen,Ngân hàng Grameen,ORGANIZATION,ngan hang grameen
/wiki/Edmund_Phelps,Edmund Phelps,PERSON,edmund phelps
/wiki/Albert_Fert,Albert Fert,PERSON,albert fert
/wiki/Peter_Gr%C3%BCnberg,Peter Grünberg,PERSON,peter grunberg
/wiki/Gerhard_Ertl,Gerhard Ertl,PERSON,gerhard ertl
/wiki/Mario_Capecchi,Mario Capecchi,PERSON,mario capecchi
/wiki/Martin_Evans,Martin Evans,UNKNOWN,martin evans
/wiki/Oliver_Smithies,Oliver Smithies,UNKNOWN,oliver smithies
/wiki/Doris_Lessing,Doris Lessing,PERSON,doris lessing
/wiki/%E1%BB%A6y_ban_Li%C3%AAn_ch%C3%ADnh_ph%E1%BB%A7_v%E1%BB%81_Bi%E1%BA%BFn_%C4%91%E1%BB%95i_Kh%C3%AD_h%E1%BA%ADu,Ủy ban Liên chính phủ về Biến đổi Khí hậu,ORGANIZATION,uy ban lien chinh phu ve bien oi khi hau
/wiki/Al_Gore,Al Gore,PERSON,al gore
/wiki/Leonid_Hurwicz,Leonid Hurwicz,PERSON,leonid hurwicz
/wiki/Eric_Maskin,Eric Maskin,PERSON,eric maskin
/wiki/Roger_Myerson,Roger Myerson,PERSON,roger myerson
/wiki/Yoichiro_Nambu,Nambu Yōichirō,PERSON,nambu yoichiro
/wiki/Kobayashi_Makoto_(nh%C3%A0_v%E1%BA%ADt_l%C3%BD),Kobayashi Makoto (nhà vật lý),PERSON,kobayashi makoto nha vat ly
/wiki/Toshihide_Maskawa,Masukawa Toshihide,PERSON,masukawa toshihide
/wiki/Osamu_Shimomura,Shimomura Osamu,PERSON,shimomura osamu
/wiki/Martin_Chalfie,Martin Chalfie,PERSON,martin chalfie
/wiki/Roger_Y._Tsien,Roger Y. Tsien,PERSON,roger y tsien
/wiki/Harald_zur_Hausen,Harald zur Hausen,PERSON,harald zur hausen
/wiki/Fran%C3%A7oise_Barr%C3%A9-Sinoussi,Françoise Barré-Sinoussi,PERSON,francoise barre-sinoussi
/wiki/Luc_Montagnier,Luc Montagnier,PERSON,luc montagnier
/wiki/J._M._G._Le_Cl%C3%A9zio,Jean-Marie Gustave Le Clézio,PERSON,jean-marie gustave le clezio
/wiki/Martti_Ahtisaari,Martti Ahtisaari,PERSON,martti ahtisaari
/wiki/Paul_Krugman,Paul Krugman,PERSON,paul krugman
/wiki/Charles_K._Kao,Cao Côn,PERSON,cao con
/wiki/Willard_Boyle,Willard Boyle,PERSON,willard boyle
/wiki/George_E._Smith,George E. Smith,PERSON,george e smith
/wiki/Venkatraman_Ramakrishnan,Venkatraman Ramakrishnan,PERSON,venkatraman ramakrishnan
/wiki/Thomas_A._Steitz,Thomas A. Steitz,PERSON,thomas a steitz
/wiki/Ada_Yonath,Ada Yonath,PERSON,ada yonath
/wiki/Elizabeth_Blackburn,Elizabeth Blackburn,PERSON,elizabeth blackburn
/wiki/Carol_W._Greider,Carol W. Greider,PERSON,carol w greider
/wiki/Jack_W._Szostak,Jack W. Szostak,PERSON,jack w szostak
/wiki/Herta_M%C3%BCller,Herta Müller,PERSON,herta muller
/wiki/Barack_Obama,Barack Obama,PERSON,barack obama
/wiki/Elinor_Ostrom,Elinor Ostrom,PERSON,elinor ostrom
/wiki/Oliver_E._Williamson,Oliver E. Williamson,UNKNOWN,oliver e williamson
/wiki/Andre_Geim,Andrei Konstantinovich Geim,PERSON,andrei konstantinovich geim
/wiki/Konstantin_Novoselov,Konstantin Sergeevich Novoselov,PERSON,konstantin sergeevich novoselov
/wiki/Richard_F._Heck,Richard Heck,PERSON,richard heck
/wiki/Ei-ichi_Negishi,Negishi Eiichi,PERSON,negishi eiichi
/wiki/Suzuki_Akira_(nh%C3%A0_h%C3%B3a_h%E1%BB%8Dc),Suzuki Akira (nhà hóa học),PERSON,suzuki akira nha hoa hoc
/wiki/Robert_G._Edwards,Robert G. Edwards,PERSON,robert g edwards
/wiki/Mario_Vargas_Llosa,Mario Vargas Llosa,PERSON,mario vargas llosa
/wiki/L%C6%B0u_Hi%E1%BB%83u_Ba,Lưu Hiểu Ba,PERSON,luu hieu ba
/wiki/Peter_Diamond,Peter A. Diamond,PERSON,peter a diamond
/wiki/Dale_T._Mortensen,Dale T. Mortensen,UNKNOWN,dale t mortensen
/wiki/Christopher_A._Pissarides,Christopher A. Pissarides,PERSON,christopher a pissarides
/wiki/Saul_Perlmutter,Saul Perlmutter,PERSON,saul perlmutter
/wiki/Adam_Riess,Adam Riess,PERSON,adam riess
/wiki/Brian_P._Schmidt,Brian P. Schmidt,PERSON,brian p schmidt
/wiki/Dan_Shechtman,Dan Shechtman,PERSON,dan shechtman
/wiki/Bruce_A._Beutler,Bruce Beutler,UNKNOWN,bruce beutler
/wiki/Jules_A._Hoffmann,Jules A. Hoffmann,UNKNOWN,jules a hoffmann
/wiki/Ralph_M._Steinman,Ralph M. Steinman,PERSON,ralph m steinman
/wiki/Tomas_Transtr%C3%B6mer,Tomas Tranströmer,PERSON,tomas transtromer
/wiki/Ellen_Johnson_Sirleaf,Ellen Johnson Sirleaf,PERSON,ellen johnson sirleaf
/wiki/Leymah_Gbowee,Leymah Gbowee,UNKNOWN,leymah gbowee
/wiki/Tawakel_Karman,Tawakkul Karman,UNKNOWN,tawakkul karman
/wiki/Thomas_J._Sargent,Thomas J. Sargent,PERSON,thomas j sargent
/wiki/Christopher_A._Sims,Christopher A. Sims,PERSON,christopher a sims
/wiki/Serge_Haroche,Serge Haroche,UNKNOWN,serge haroche
/wiki/David_J._Wineland,David J. Wineland,PERSON,david j wineland
/wiki/Brian_Kobilka,Brian Kobilka,PERSON,brian kobilka
/wiki/Robert_Lefkowitz,Robert Lefkowitz,PERSON,robert lefkowitz
/wiki/John_Gurdon,John Gurdon,PERSON,john gurdon
/wiki/Shinya_Yamanaka,Yamanaka Shin'ya,PERSON,yamanaka shin'ya
/wiki/M%E1%BA%A1c_Ng%C3%B4n,Mạc Ngôn,PERSON,mac ngon
/wiki/Li%C3%AAn_hi%E1%BB%87p_ch%C3%A2u_%C3%82u,Liên minh châu Âu,ORGANIZATION,lien minh chau au
/wiki/Alvin_E._Roth,Alvin E. Roth,PERSON,alvin e roth
/wiki/Lloyd_Shapley,Lloyd Shapley,PERSON,lloyd shapley
/wiki/Fran%C3%A7ois_Englert,François Englert,PERSON,francois englert
/wiki/Peter_Higgs,Peter Higgs,PERSON,peter higgs
/wiki/Martin_Karplus,Martin Karplus,PERSON,martin karplus
/wiki/Michael_Levitt,Michael Levitt,PERSON,michael levitt
/wiki/Arieh_Warshel,Arieh Warshel,PERSON,arieh warshel
/wiki/James_Rothman,James Rothman,PERSON,james rothman
/wiki/Randy_Schekman,Randy Schekman,PERSON,randy schekman
/wiki/Thomas_C._S%C3%BCdhof,Thomas Südhof,PERSON,thomas sudhof
/wiki/Alice_Munro,Alice Munro,PERSON,alice munro
/wiki/T%E1%BB%95_ch%E1%BB%A9c_C%E1%BA%A5m_V%C5%A9_kh%C3%AD_H%C3%B3a_h%E1%BB%8Dc,Tổ chức Cấm Vũ khí Hóa học,ORGANIZATION,to chuc cam vu khi hoa hoc
/wiki/Eugene_Fama,Eugene Fama,UNKNOWN,eugene fama
/wiki/Lars_Peter_Hansen,Lars Peter Hansen,PERSON,lars peter hansen
/wiki/Robert_J._Shiller,Robert J. Shiller,PERSON,robert j shiller
/wiki/Isamu_Akasaki,Akasaki Isamu,UNKNOWN,akasaki isamu
/wiki/Hiroshi_Amano,Amano Hiroshi,UNKNOWN,amano hiroshi
/wiki/Shuji_Nakamura,Nakamura Shuji,PERSON,nakamura shuji
/wiki/Eric_Betzig,Eric Betzig,PERSON,eric betzig
/wiki/Stefan_Hell,Stefan Hell,PERSON,stefan hell
/wiki/William_Moerner,William E. Moerner,UNKNOWN,william e moerner
/wiki/John_O%27Keefe_(nh%C3%A0_th%E1%BA%A7n_kinh_h%E1%BB%8Dc),John O'Keefe (nhà thần kinh học),PERSON,john o'keefe nha than kinh hoc
/wiki/May-Britt_Moser,May-Britt Moser,PERSON,may-britt moser
/wiki/Edvard_Moser,Edvard Moser,UNKNOWN,edvard moser
/wiki/Patrick_Modiano,Patrick Modiano,PERSON,patrick modiano
/wiki/Kailash_Satyarthi,Kailash Satyarthi,PERSON,kailash satyarthi
/wiki/Malala_Yousafzai,Malala Yousafzai,PERSON,malala yousafzai
/wiki/Jean_Tirole,Jean Tirole,PERSON,jean tirole
/wiki/Takaaki_Kajita,Kajita Takaaki,PERSON,kajita takaaki
/wiki/Arthur_B._McDonald,Arthur B. McDonald,PERSON,arthur b mcdonald
/wiki/Paul_L._Modrich,Paul L. Modrich,PERSON,paul l modrich
/wiki/Tomas_Lindahl,Tomas Lindahl,PERSON,tomas lindahl
/wiki/Aziz_Sancar,Aziz Sancar,PERSON,aziz sancar
/wiki/William_Campbell_(nh%C3%A0_khoa_h%E1%BB%8Dc),William Campbell (nhà khoa học),PERSON,william campbell nha khoa hoc
/wiki/%C5%8Cmura_Satoshi,Ōmura Satoshi,PERSON,omura satoshi
/wiki/%C4%90%E1%BB%93_U_U,Đồ U U,PERSON,o u u
/wiki/Svetlana_Alexandrovna_Alexievich,Svetlana Alexandrovna Alexievich,PERSON,svetlana alexandrovna alexievich
/wiki/B%E1%BB%99_t%E1%BB%A9_%C4%90%E1%BB%91i_tho%E1%BA%A1i_Qu%E1%BB%91c_gia_Tunisia,Bộ tứ Đối thoại Quốc gia Tunisia,UNKNOWN,bo tu oi thoai quoc gia tunisia
/wiki/Angus_Deaton,Angus Deaton,PERSON,angus deaton
/wiki/John_M._Kosterlitz,John M. Kosterlitz,PERSON,john m kosterlitz
/wiki/Duncan_Haldane,Duncan Haldane,PERSON,duncan haldane
/wiki/David_J._Thouless,David J. Thouless,PERSON,david j thouless
/wiki/Fraser_Stoddart,Fraser Stoddart,PERSON,fraser stoddart
/wiki/Jean-Pierre_Sauvage,Jean-Pierre Sauvage,PERSON,jean-pierre sauvage
/wiki/Ben_Feringa,Ben Feringa,PERSON,ben feringa
/wiki/%C5%8Csumi_Yoshinori,Ōsumi Yoshinori,PERSON,osumi yoshinori
/wiki/Bob_Dylan,Bob Dylan,PERSON,bob dylan
/wiki/Juan_Manuel_Santos,Juan Manuel Santos,PERSON,juan manuel santos
/wiki/Oliver_Hart_(nh%C3%A0_kinh_t%E1%BA%BF),Oliver Hart (nhà kinh tế),PERSON,oliver hart nha kinh te
/wiki/Bengt_Holmstr%C3%B6m,Bengt Holmström,PERSON,bengt holmstrom
/wiki/Rainer_Weiss,Rainer Weiss,PERSON,rainer weiss
/wiki/Barry_Barish,Barry Barish,PERSON,barry barish
/wiki/Kip_Thorne,Kip Thorne,PERSON,kip thorne
/wiki/Jacques_Dubochet,Jacques Dubochet,PERSON,jacques dubochet
/wiki/Joachim_Frank,Joachim Frank,PERSON,joachim frank
/wiki/Richard_Henderson_(nh%C3%A0_sinh_h%E1%BB%8Dc),Richard Henderson (nhà sinh học),PERSON,richard henderson nha sinh hoc
/wiki/Jeffrey_C._Hall,Jeffrey C. Hall,PERSON,jeffrey c hall
/wiki/Michael_Rosbash,Michael Rosbash,PERSON,michael rosbash
/wiki/Michael_W._Young,Michael W. Young,PERSON,michael w young
/wiki/Kazuo_Ishiguro,Kazuo Ishiguro,PERSON,kazuo ishiguro
/wiki/Chi%E1%BA%BFn_d%E1%BB%8Bch_qu%E1%BB%91c_t%E1%BA%BF_nh%E1%BA%B1m_lo%E1%BA%A1i_b%E1%BB%8F_v%C5%A9_kh%C3%AD_h%E1%BA%A1t_nh%C3%A2n,Chiến dịch quốc tế nhằm loại bỏ vũ khí hạt nhân,ORGANIZATION,chien dich quoc te nham loai bo vu khi hat nhan
/wiki/Richard_Thaler,Richard Thaler,PERSON,richard thaler
/wiki/Arthur_Ashkin,Arthur Ashkin,PERSON,arthur ashkin
/wiki/G%C3%A9rard_Mourou,Gérard Mourou,PERSON,gerard mourou
/wiki/Donna_Strickland,Donna Strickland,PERSON,donna strickland
/wiki/Frances_Arnold,Frances Arnold,PERSON,frances arnold
/wiki/George_Smith_(nh%C3%A0_h%C3%B3a_h%E1%BB%8Dc),George Smith (nhà hóa học),PERSON,george smith nha hoa hoc
/wiki/Greg_Winter,Greg Winter,PERSON,greg winter
/wiki/James_P._Allison,James P. Allison,PERSON,james p allison
/wiki/Tasuku_Honjo,Honjo Tasuku,PERSON,honjo tasuku
/wiki/Olga_Tokarczuk,Olga Tokarczuk,PERSON,olga tokarczuk
/wiki/Denis_Mukwege,Denis Mukwege,UNKNOWN,denis mukwege
/wiki/Nadia_Murad,Nadia Murad,PERSON,nadia murad
/wiki/William_Nordhaus,William Nordhaus,PERSON,william nordhaus
/wiki/Paul_Romer,Paul Romer,PERSON,paul romer
/wiki/James_Peebles,Jim Peebles,PERSON,jim peebles
/wiki/Michel_Mayor,Michel Mayor,PERSON,michel mayor
/wiki/Didier_Queloz,Didier Queloz,PERSON,didier queloz
/wiki/John_B._Goodenough,John B. Goodenough,PERSON,john b goodenough
/wiki/M._Stanley_Whittingham,M. Stanley Whittingham,PERSON,m stanley whittingham
/wiki/Akira_Yoshino,Yoshino Akira,PERSON,yoshino akira
/wiki/William_Kaelin_Jr.,William Kaelin Jr.,PERSON,william kaelin jr
/wiki/Peter_J._Ratcliffe,Peter J. Ratcliffe,PERSON,peter j ratcliffe
/wiki/Gregg_L._Semenza,Gregg L. Semenza,UNKNOWN,gregg l semenza
/wiki/Peter_Handke,Peter Handke,PERSON,peter handke
/wiki/Abiy_Ahmed,Abiy Ahmed,PERSON,abiy ahmed
/wiki/Abhijit_Banerjee,Abhijit Banerjee,PERSON,abhijit banerjee
/wiki/Esther_Duflo,Esther Duflo,PERSON,esther duflo
/wiki/Michael_Kremer,Michael Kremer,UNKNOWN,michael kremer
/wiki/Roger_Penrose,Roger Penrose,PERSON,roger penrose
/wiki/Reinhard_Genzel,Reinhard Genzel,PERSON,reinhard genzel
/wiki/Andrea_M._Ghez,Andrea M. Ghez,PERSON,andrea m ghez
/wiki/Emmanuelle_Charpentier,Emmanuelle Charpentier,PERSON,emmanuelle charpentier
/wiki/Jennifer_Doudna,Jennifer Doudna,PERSON,jennifer doudna
/wiki/Harvey_J._Alter,Harvey J. Alter,PERSON,harvey j alter
/wiki/Michael_Houghton_(nh%C3%A0_virus_h%E1%BB%8Dc),Michael Houghton (nhà virus học),PERSON,michael houghton nha virus hoc
/wiki/Charles_M._Rice,Charles M. Rice,PERSON,charles m rice
/wiki/Louise_Gl%C3%BCck,Louise Glück,PERSON,louise gluck
/wiki/Ch%C6%B0%C6%A1ng_tr%C3%ACnh_L%C6%B0%C6%A1ng_th%E1%BB%B1c_Th%E1%BA%BF_gi%E1%BB%9Bi,Chương trình Lương thực Thế giới,ORGANIZATION,chuong trinh luong thuc the gioi
/wiki/Paul_Milgrom,Paul Milgrom,PERSON,paul milgrom
/wiki/Robert_B._Wilson,Robert B. Wilson,UNKNOWN,robert b wilson
/wiki/Syukuro_Manabe,Manabe Syukuro,PERSON,manabe syukuro
/wiki/Klaus_Hasselmann,Klaus Hasselmann,UNKNOWN,klaus hasselmann
/wiki/Giorgio_Parisi,Giorgio Parisi,PERSON,giorgio parisi
/wiki/Benjamin_List,Benjamin List,PERSON,benjamin list
/wiki/David_MacMillan,David MacMillan,PERSON,david macmillan
/wiki/David_Julius,David Julius,PERSON,david julius
/wiki/Ardem_Patapoutian,Ardem Patapoutian,PERSON,ardem patapoutian
/wiki/Abdulrazak_Gurnah,Abdulrazak Gurnah,PERSON,abdulrazak gurnah
/wiki/Maria_Ressa,Maria Ressa,PERSON,maria ressa
/wiki/Dmitry_Muratov,Dmitry Andreyevich Muratov,PERSON,dmitry andreyevich muratov
/wiki/David_Card,David Card,PERSON,david card
/wiki/Joshua_Angrist,Joshua Angrist,PERSON,joshua angrist
/wiki/Guido_Imbens,Guido Imbens,UNKNOWN,guido imbens
/wiki/Alain_Aspect,Alain Aspect,UNKNOWN,alain aspect
/wiki/John_Clauser,John Clauser,UNKNOWN,john clauser
/wiki/Anton_Zeilinger,Anton Zeilinger,PERSON,anton zeilinger
/wiki/Carolyn_R._Bertozzi,Carolyn R. Bertozzi,PERSON,carolyn r bertozzi
/wiki/Morten_P._Meldal,Morten P. Meldal,PERSON,morten p meldal
/wiki/Svante_P%C3%A4%C3%A4bo,Svante Pääbo,PERSON,svante paabo
/wiki/Annie_Ernaux,Annie Ernaux,PERSON,annie ernaux
/wiki/Ales_Bialiatski,Ales Bialiatski,PERSON,ales bialiatski
/wiki/Ben_Bernanke,Ben Bernanke,UNKNOWN,ben bernanke
/wiki/Douglas_Diamond,Douglas Diamond,UNKNOWN,douglas diamond
/wiki/Philip_H._Dybvig,Philip H. Dybvig,UNKNOWN,philip h dybvig
/wiki/Pierre_Agostini,Pierre Agostini,PERSON,pierre agostini
/wiki/Ferenc_Krausz,Ferenc Krausz,PERSON,ferenc krausz
/wiki/Anne_L%27Huillier,Anne L'Huillier,PERSON,anne l'huillier
/wiki/Katalin_Karik%C3%B3,Katalin Karikó,PERSON,katalin kariko
/wiki/Drew_Weissman,Drew Weissman,PERSON,drew weissman
/wiki/Jon_Fosse,Jon Fosse,PERSON,jon fosse
/wiki/Claudia_Goldin,Claudia Goldin,PERSON,claudia goldin
/wiki/Victor_Ambros,Victor Ambros,PERSON,victor ambros
/wiki/Gary_Ruvkun,Gary Ruvkun,PERSON,gary ruvkun
/wiki/Han_Kang,Han Kang,PERSON,han kang
/wiki/Daron_Acemoglu,Daron Acemoğlu,PERSON,daron acemoglu
/wiki/L%C3%A1szl%C3%B3_Krasznahorkai,László Krasznahorkai,PERSON,laszlo krasznahorkai
/wiki/Mar%C3%ADa_Corina_Machado,María Corina Machado,UNKNOWN,maria corina machado
/wiki/27_th%C3%A1ng_3,27 tháng 3,UNKNOWN,27 thang 3
/wiki/1845,1845,UNKNOWN,1845
/wiki/V%C6%B0%C6%A1ng_Qu%E1%BB%91c_Ph%E1%BB%95,Vương quốc Phổ,UNKNOWN,vuong quoc pho
/wiki/Bang_li%C3%AAn_%C4%90%E1%BB%A9c,Bang liên Đức,UNKNOWN,bang lien uc
/wiki/M%C3%BCnchen,München,PLACE,munchen
/wiki/C%E1%BB%99ng_h%C3%B2a_Weimar,Cộng hòa Weimar,ORGANIZATION,cong hoa weimar
/wiki/%C4%90%E1%BB%A9c,Đức,PLACE,uc
/wiki/ETH_Z%C3%BCrich,ETH Zürich,ORGANIZATION,eth zurich
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Z%C3%BCrich,Đại học Zürich,ORGANIZATION,ai hoc zurich
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Ludwig_Maximilian_M%C3%BCnchen,Đại học Ludwig Maximilian München,ORGANIZATION,ai hoc ludwig maximilian munchen
/wiki/Rotterdam,Rotterdam,PLACE,rotterdam
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Leiden,Đại học Leiden,ORGANIZATION,ai hoc leiden
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Bonn,Đại học Bonn,ORGANIZATION,ai hoc bonn
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris,Đại học Paris,UNKNOWN,ai hoc paris
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Utrecht,Đại học Utrecht,ORGANIZATION,ai hoc utrecht
/wiki/Danh_s%C3%A1ch_ng%C6%B0%E1%BB%9Di_%C4%91o%E1%BA%A1t_gi%E1%BA%A3i_Nobel_H%C3%B3a_h%E1%BB%8Dc,Danh sách người đoạt giải Nobel Hóa học,UNKNOWN,danh sach nguoi oat giai nobel hoa hoc
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Amsterdam,Đại học Amsterdam,ORGANIZATION,ai hoc amsterdam
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Humboldt_Berlin,Đại học Humboldt Berlin,ORGANIZATION,ai hoc humboldt berlin
/wiki/Marburg,Marburg,PLACE,marburg
/wiki/Danh_s%C3%A1ch_ng%C6%B0%E1%BB%9Di_%C4%91o%E1%BA%A1t_gi%E1%BA%A3i_Nobel_Sinh_l%C3%BD_h%E1%BB%8Dc_v%C3%A0_Y_khoa,Danh sách người đoạt giải Nobel Sinh lý học hoặc Y học,UNKNOWN,danh sach nguoi oat giai nobel sinh ly hoc hoac y hoc
/wiki/16_th%C3%A1ng_3,16 tháng 3,UNKNOWN,16 thang 3
/wiki/1839,1839,UNKNOWN,1839
/wiki/Paris,Paris,PLACE,paris
/wiki/Ph%C3%A1p,Pháp,PLACE,phap
/wiki/Ch%C3%A2tenay-Malabry,Châtenay-Malabry,PLACE,chatenay-malabry
/wiki/Nh%C3%A0_th%C6%A1,Nhà thơ,UNKNOWN,nha tho
/wiki/Geneva,Genève,PLACE,geneve
/wiki/Arnhem,Arnhem,PLACE,arnhem
/wiki/H%C3%A0_Lan,Hà Lan,PLACE,ha lan
/wiki/Haarlem,Haarlem,PLACE,haarlem
/wiki/Amsterdam,Amsterdam,PLACE,amsterdam
/wiki/Huy_ch%C6%B0%C6%A1ng_Matteucci,Huy chương Matteucci,UNKNOWN,huy chuong matteucci
/wiki/9_th%C3%A1ng_10,9 tháng 10,UNKNOWN,9 thang 10
/wiki/1852,1852,UNKNOWN,1852
/wiki/Rhein,Rhein,UNKNOWN,rhein
/wiki/Berlin,Berlin,PLACE,berlin
/wiki/%C4%90%E1%BA%BF_qu%E1%BB%91c_%C4%90%E1%BB%A9c,Đế quốc Đức,UNKNOWN,e quoc uc
/wiki/1902,1902,UNKNOWN,1902
/wiki/1875,1875,UNKNOWN,1875
/wiki/1881,1881,UNKNOWN,1881
/wiki/1888,1888,UNKNOWN,1888
/wiki/1892,1892,UNKNOWN,1892
/wiki/1919,1919,UNKNOWN,1919
/wiki/Almora,Almora,PLACE,almora
/wiki/Th%C3%A0nh_vi%C3%AAn_Hi%E1%BB%87p_h%E1%BB%99i_Ho%C3%A0ng_gia,Thành viên Hội Vương thất,PLACE,thanh vien hoi vuong that
/wiki/Kolkata,Kolkata,PLACE,kolkata
/wiki/15_th%C3%A1ng_12,15 tháng 12,UNKNOWN,15 thang 12
/wiki/25_th%C3%A1ng_8,25 tháng 8,UNKNOWN,25 thang 8
/wiki/1908,1908,UNKNOWN,1908
/wiki/Le_Croisic,Le Croisic,PLACE,le croisic
/wiki/Bretagne,Bretagne (vùng),PLACE,bretagne vung
/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_k%E1%BB%B9_thu%E1%BA%ADt,Viện công nghệ,UNKNOWN,vien cong nghe
/wiki/%C3%89cole_nationale_des_ponts_et_chauss%C3%A9es,École nationale des ponts et chaussées,UNKNOWN,ecole nationale des ponts et chaussees
/wiki/Warszawa,Warszawa,PLACE,warszawa
/wiki/V%C6%B0%C6%A1ng_qu%E1%BB%91c_L%E1%BA%ADp_hi%E1%BA%BFn_Ba_Lan,Vương quốc Lập hiến Ba Lan,ORGANIZATION,vuong quoc lap hien ba lan
/wiki/%C4%90%E1%BA%BF_qu%E1%BB%91c_Nga,Đế quốc Nga,ORGANIZATION,e quoc nga
"/wiki/Passy,_Haute-Savoie","Passy, Haute-Savoie",PLACE,passy haute-savoie
/wiki/%C3%88ve_Curie,Ève Curie,PERSON,eve curie
/wiki/Gi%E1%BA%A3i_Willard_Gibbs,Giải Willard Gibbs,UNKNOWN,giai willard gibbs
/wiki/Andr%C3%A9-Louis_Debierne,André-Louis Debierne,PERSON,andre-louis debierne
/wiki/Marguerite_Perey,Marguerite Perey,PERSON,marguerite perey
/wiki/Stockholm,Stockholm,PLACE,stockholm
/wiki/Th%E1%BB%A5y_%C4%90i%E1%BB%83n,Thụy Điển,UNKNOWN,thuy ien
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Uppsala,Đại học Uppsala,ORGANIZATION,ai hoc uppsala
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Stockholm,Đại học Stockholm,ORGANIZATION,ai hoc stockholm
/wiki/Per_Teodor_Cleve,Per Teodor Cleve,UNKNOWN,per teodor cleve
/wiki/8_th%C3%A1ng_12,8 tháng 12,UNKNOWN,8 thang 12
/wiki/1832,1832,UNKNOWN,1832
/wiki/Na_Uy,Na Uy,ORGANIZATION,na uy
/wiki/26_th%C3%A1ng_4,26 tháng 4,UNKNOWN,26 thang 4
/wiki/1910,1910,UNKNOWN,1910
/wiki/Nh%C3%A0_v%C4%83n,Nhà văn,ORGANIZATION,nha van
/wiki/Anh,Anh,PLACE,anh
/wiki/Eton_College,Eton College,ORGANIZATION,eton college
/wiki/%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Cambridge,Đại học Cambridge,ORGANIZATION,ai hoc cambridge
